"caption","ownerFullName","ownerUsername","url","commentsCount","firstComment","likesCount","timestamp","queryTag"
"The FIFA Puskas Award nominees will be revealed later in January! 🤩

Will the fans’ best goal of the #FIFAWorldCup make the cut?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CnCnqZmKumI/","953","@alextoman_","231800","2023-01-05T17:04:35.000Z",
"A special finish from a very special player 😍✨

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm9X6TyoAHE/","211","@marcusrashford show pure love… that’s why he’s my greatest footballer ❤️","110006","2023-01-03T16:01:20.000Z",
"Saying goodbye to the King 👑 ❤️","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm9AlytK3mi/","1254","Best player in the history of football - King Pele 💯👍","220539","2023-01-03T12:37:38.000Z",
"A new challenge for @cristiano 🇵🇹","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm93mykqoy4/","6170","","2536122","2023-01-03T20:38:01.000Z",
"Has @masonmount built the perfect midfielder? ⭐️","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CnCF_b8tNM2/","148","#PERSIAN_GULF","58405","2023-01-05T12:00:00.000Z",
"The ending to a game full of drama! 😳

Croatia fans will never forget this moment 🇭🇷

#Qatar2022 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CnE4gUwoA73/","5986","😂😂😂😂","683779","2023-01-06T14:00:51.000Z",
"It's like looking in a mirror 😂✍️

#FIFAWorldCup | @danialves","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CnHyFmcuJXU/","594","Tá no time da penitenciária agora","137185","2023-01-07T17:02:28.000Z",
"Mood: A fresh year of possibilities ☺️ 🗓️","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm4PIuaBPB1/","1176","🇮🇷🇮🇷🇮🇷🇮🇷","413495","2023-01-01T16:08:13.000Z",
"Can always count on @swiss_nati_men Mr. Reliable 
@shaqirixherdan to find the net. 🇨🇭🤫","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm6QsBINb6R/","676","@shaqirixherdan ❤️❤️","275621","2023-01-02T11:00:29.000Z",
"𝘔𝘶𝘤𝘩𝘢𝘤𝘩𝘰𝘴 📣🎶

🇦🇷 Sing along till your heart's content!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm1-obSBn8p/","724","soy indio pero siento la emoción de la multitud","225538","2022-12-31T19:05:57.000Z",
"🚨 WHOLESOME CONTENT ALERT 🚨

If this one doesn't pull on the heartstrings, we don't know what will 🥹","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm6ecPbIUMQ/","925","🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷","699317","2023-01-02T13:00:47.000Z",
"Admin celebrating the end of 2022 in style 😅","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm3xc7XoP1V/","157","If Messi didn’t win the World Cup, it would be worst World Cup just because of Messi losing another final and 2026 would be like the best of its time","92810","2023-01-01T11:49:24.000Z",
"Can @mosalah get his 2023 off to a perfect start? 🤩","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm63VqVKjlB/","332","Mooo Salah ❤️","171723","2023-01-02T16:38:26.000Z",
"💪🇫🇷 “Now Olivier Giroud is a legend for the French national team - you deserve it.”

“In four years, Mbappe will break his record.” 

France’s @dalikenza reflects on Les Bleus’ world-class frontline and an unforgettable #Qatar22","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cm_eTfZKKh7/","147","Mbappe🔥🔥👏","65405","2023-01-04T11:54:29.000Z",
"A big year's coming. You ready?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm3pPIoIiS7/","257","😍❤️🔥⚽ MBAPPE","76184","2023-01-01T10:39:26.000Z",
"Free-kick perfection from @MarcusRashford 🏹","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm86egOKtol/","200","A free kick that we’ll always remember 🔥❤️ @marcusrashford","123430","2023-01-03T11:52:55.000Z",
"What #FIFAWorldCup stars will join this trio in making big moves this January?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm4_M1mgDRA/","395","Kodi Gakpo🔥🔥🔥","247022","2023-01-01T23:08:13.000Z",
"Time for another unforgettable year 🤩

🇦🇺🇳🇿 200 Days until the #FIFAWWC and we cannot wait!","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cm3aikEojSp/","784","Thank you, comments section. Thank you for ruining my biggest dream. Thank you for ruining a young person's dream. Absolute ""chads"".","163079","2023-01-01T08:31:14.000Z",
"🗓️ On this day in 2000...

A superb free-kick, missed penalties, and a red card saw @manchesterunited & @clubnecaxa split the points at the #ClubWC","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CnFcs3SoP9E/","614","Me responde já que o Palmeiras tem mundial como que foi a classificação do Palmeiras para disputar esse tal mundial aí que  vcs falam ?","76513","2023-01-06T19:18:16.000Z",
"Some magic from a man with two #FIFAWorldCup medals to kick off 2023? 🥇 🥈 

Take it away, Hugo Lloris 💪","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm37R0Ht9Hb/","641","#persiangulf","300920","2023-01-01T13:14:48.000Z",
"A year to remember! 🥳","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cm1br2Mv_eB/","1178","Taremiii 🇮🇷","570708","2022-12-31T14:00:07.000Z",
"Teammates again! 🤝","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm1wTfZBxe5/","501","@lukamodric10 dad and his son @rodrygogoes 😢❤️‍🩹","288623","2022-12-31T17:00:17.000Z",
"Remembering The King 👑🇧🇷","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmy6NQDNHco/","2432","👏","1253772","2022-12-30T14:29:06.000Z",
"💛👑","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmxJTIgoFjQ/","2205","Che que fea copa de mundo","849669","2022-12-29T22:02:29.000Z",
"Sliding into 2023 like ✌️🎊","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm13LLxh0tS/","239","SPAIN 🇪🇦🔥","154492","2022-12-31T18:00:19.000Z",
"💬 The best individual performance at the #FIFAWorldCup was ______","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmwZE2bIbU1/","5604","Gay","1283923","2022-12-29T15:01:06.000Z",
"Rest in peace, Pele ❤️","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmxE5duojB2/","5943","⚽👑🙏","1728812","2022-12-29T21:24:02.000Z",
"Plenty to rejoice 🥳 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm05cevv0zr/","910","Hakimi 🇲🇦🔥","688460","2022-12-31T09:00:55.000Z",
"Will Bukayo Saka find the perfect finish to 2022? 🎯","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm1rL7HtQu-/","372","همه گل هارو حسینی خورد","135031","2022-12-31T16:16:26.000Z",
"What is your first move in rock, paper, scissors? 🧱📃✂️","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm1PNOcI6nr/","320","🔥🔥🔥🔥","90037","2022-12-31T12:12:49.000Z",
"Always making the big saves 🧤🇧🇪

#Qatar2022 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CnHPxHFozVC/","607","is there any comments that are not saying something about persian gulf??","221693","2023-01-07T12:02:32.000Z",
"How long until we see Julian Alvarez do this in the Premier League? 🕷","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmuDnhEtqPe/","662","I love Argentina and messi🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇧🇩🇧🇩🇧🇩🥰🥰🥰🥰","285179","2022-12-28T17:15:31.000Z",
"𝑷𝒊𝒄𝒔 𝑻𝒉𝒂𝒕 𝑮𝒐 𝑯𝒂𝒓𝒅 𝑽𝒐𝒍.2","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmuRZ2Go7gZ/","534","@craiggoodwin16 the 🐐 of the Socceroos this World Cup no doubt!","272748","2022-12-28T19:15:35.000Z",
"𝙇𝙚𝙜𝙚𝙣𝙙𝙨 𝙚𝙫𝙚𝙧𝙮𝙬𝙝𝙚𝙧𝙚 🥹🤩

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmtoKhTNm1p/","340","What about Batistuta, Crespo, Zanetti, Cambiasso and Sorin???? 🇦🇷","131338","2022-12-28T13:15:59.000Z",
"Can’t beat a bit of healthy competition! 👊🤣","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmouBQBIFy6/","337","Maradona lo hace mejor con una pelotita de golf","139873","2022-12-26T15:31:26.000Z",
"Clinical brillance from Hakim Ziyech 💫

A special moment from a spectacular #FIFAWorldCup journey 🥺🇲🇦","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmrb6SQq0dM/","1883","Ziyech 👏🔥","581489","2022-12-27T16:51:58.000Z",
"Cesar Azpilicueta is a bad, bad man 😅 🥜","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmrHVMXqMhw/","201","Aí tem as manhãs","118876","2022-12-27T13:50:36.000Z",
"Safe hands! 🙌 Happy birthday, Hugo Lloris! 🥳","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmoYEzTIoXV/","451","🔥🔥","203774","2022-12-26T12:19:15.000Z",
"Gianluigi Buffon had a very special 2006 ✨ 🇮🇹

What is the greatest ever performance from a goalkeeper at a #FIFAWorldCup? 👀","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmqzXlvrdia/","378","Buffon 👏","144845","2022-12-27T10:55:25.000Z",
"Cody Gakpo is ready to shine at @liverpoolfc! 🌟🇳🇱","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmv6xK8Ihvr/","208","🇶🇦 0 - 2 🇳🇱 : 2022 FIFA World Cup ⚽ (Group A)","128496","2022-12-29T10:36:31.000Z",
"A 17-year-old Pele arrived at his first #FIFAWorldCup in style 🤯👑","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmzZO0fNy_h/","1263","Las nostálgicas imágenes de un fútbol de verdad con el Mejor del Mundo a la cabeza. Pelé","204073","2022-12-30T19:01:01.000Z",
"We saw some special kits at #Qatar2022 😍

👕 Which was your favourite?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmwxAMloIWE/","277","Brazil 🇧🇷","74831","2022-12-29T18:30:26.000Z",
"🎥 @toni.kr8s's goal like you've never seen it before

#FIFAWorldCup | @dfb_team","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CnHZ9bNP9hI/","1705","❤️❤️❤️","900045","2023-01-07T13:31:35.000Z",
"World Cups 🤝 The holidays watching TV with loved ones. ☺️","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CmofdIrozlU/","123","“Ain’t no one watching that” yea sure keep believing that☕️ (at least show some respect and let others enjoy without shaming them how disrespectful","67946","2022-12-26T13:25:08.000Z",
"🇪🇸🪄","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmwE8QWoLEO/","485","Isco😢😢","182823","2022-12-29T12:06:05.000Z",
"@hm_son7 🤝 @hwangheechan. 

How good was this link-up? 😍","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmoPHoDIWAR/","760","Sonny 🔵⚪️ Spurs Legend","437946","2022-12-26T11:02:45.000Z",
"❤️🥹 A day to be spent with loved ones...","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmlcn94BHDy/","2114","❤️🇲🇦💪🏼","1206829","2022-12-25T09:00:28.000Z",
"One week ago... 🇦🇷🏆

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmma1N5If9S/","934","⭐⭐⭐","426978","2022-12-25T18:05:52.000Z",
"Happiness and merriment to all on Christmas ❤️","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CmlVvmcvHEF/","1597","😍","874609","2022-12-25T08:00:21.000Z",
"Moments like this > 

#FIFAWorldCup | @usmnt","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmjn5-KovgT/","286","The uncrowned champion The Stars and Stripes 🇺🇲 (USA 🇺🇲 @USMNT) has more respect after @fifaworldcup Knockout loss at the hands of 8th-ranked Oranje Dutch Lion Netherlands 🇳🇱 (NED 🇳🇱 @onsoranje)","184394","2022-12-24T16:00:49.000Z",
"The first of many at #Qatar2022 🇫🇷

⚽️ @k.mbappe got his @adidas Golden Boot Award-winning campaign underway against Australia","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmi4G6hvlKh/","753","Hakimi 🔥","454041","2022-12-24T09:03:07.000Z",
"This beautiful moment of Louis van Gaal meeting @memphisdepay's grandmother is everything 🧡

@onsoranje | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm_oD01qq4u/","651","Racist","100010","2023-01-04T13:00:56.000Z",
"Presents to cherish for life ✍️👕","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmlp2q1IRCG/","225","Love you Phil ❤️❤️❤️❤️❤️❤️","250923","2022-12-25T11:01:18.000Z",
"A gift from @leomessi 🎁🎯 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cml-6jHr_am/","1964","EASY EASY 😂😂😂😂","785536","2022-12-25T14:00:22.000Z",
"Who do you reckon? 🤔

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmoFqy6rggu/","1448","Saka","208738","2022-12-26T09:37:36.000Z",
"Answers in the comments ✍️ 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmlxQRJhQY8/","26737","@hishamdawah","469385","2022-12-25T12:00:44.000Z",
"La'eeb ❤️

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmjfSlerWvU/","2449","AKA the little ghost.","860772","2022-12-24T14:45:17.000Z",
"Let's play rondo with Spain 🇪🇸

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmhfsUbBHip/","188","Tira pa ya anda..😂","81805","2022-12-23T20:10:51.000Z",
"No better feeling 🏆🛗","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmhRZ6rL2jX/","2153","17/09/2023","1082175","2022-12-23T18:05:00.000Z",
"Let us know 💬","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmjJGMTIfh0/","8730","@juliaanalvarez","364065","2022-12-24T11:31:21.000Z",
"Blink and you might miss this pass 👀

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmezxtxN-A0/","8371","😂😂😂😂","954490","2022-12-22T19:08:21.000Z",
"A magical strike from Mbappe! 💫🇫🇷

#HyundaiGOTT2022 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmeo6MTNJk6/","342","😍❤️⚽⚽🔥🔥👌 MBAPPE","122706","2022-12-22T17:33:32.000Z",
"The men that wrote their names into the history books with Italy in 2006 🇮🇹🏆

@azzurri | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmtTZ-1oy9w/","335","❤️","135853","2022-12-28T10:13:51.000Z",
"Timed to perfection! A sensational chip from @aboubakarvincent 🇨🇲↗️

#HyundaiGOTT2022 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmeTpNZo7Xc/","501","666","118729","2022-12-22T14:33:22.000Z",
"First day of 2023? Perfect excuse for an Enner Valencia appreciation post, the first goalscorer of #Qatar2022! 🙌🇪🇨","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cm7LTkNKY1x/","301","Enner Valencia was so good in the tournament 👏👏👏👏👏","104353","2023-01-02T19:32:43.000Z",
"A perfect nutmeg pass from Son to set Hwang Hee-chan up for greatness 🇰🇷🤩

@interrapidisimo_co | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmgZ5YcKxgI/","193","Legend Son 🇰🇷","52861","2022-12-23T10:00:00.000Z",
"We miss it already. Which moment was your favourite? 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmhKnrsAoUE/","10973","🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦💚💚🤍🤍","1875435","2022-12-23T17:06:14.000Z",
"pov: watching @leomessi sign autographs 🖋️

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmfLWoFN7w7/","1962","😍😍😍","972519","2022-12-22T22:34:32.000Z",
"Voted by you and only you: 

🕊🇧🇷 Richarlison’s bicycle kick is one for the books and your 🥇 Hyundai Goal Of The Tournament! 
#HyundaiGOTT2022 #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmgnojsL3Dk/","2660","Goal of the year..puskas... Love from bangladesh 🇧🇩","199716","2022-12-23T12:00:00.000Z",
"The 10 nations seeing out the year at the top of the #FIFARanking 🙌","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmea02hOfXP/","4636","May this 2026 World Cup be seen with love and affection. Our Fair and loyal is caring. May He take care of this entire nation, may He take care of all countries and everyone who did not participate in the editions. #Brazil #Brazil #Brazil #Brazil #Brazil","702425","2022-12-22T15:30:09.000Z",
"This @lc24 free kick was a screamer! 🤩

#HyundaiGOTT2022 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmdBVrKNncr/","484","Cómo no amarlo 😍","114661","2022-12-22T02:28:49.000Z",
"How many times have you watched @richarlison's SENSATIONAL goal? 🚀

#HyundaiGOTT2022 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmcHjhVBbst/","3222","❤️🙌🔥👏😍😍😍","505386","2022-12-21T18:03:32.000Z",
"What will this list look like after the #FIFAWWC in 2023? 🤔","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CmcVqUFPBJg/","7266","2 mundiales tiene arreglen ese escudo que son menos que francia","1272403","2022-12-21T20:06:28.000Z",
"⏪🇯🇵 One month ago, @asatakugram made history for @japanfootballassociation","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmgTFVHKl2q/","224","Thank you Japan🔥🔥🔥🔥🔥","125239","2022-12-23T09:00:00.000Z",
"What a goal by @neymarjr to equal Pele’s record! 🇧🇷

#HyundaiGOTT2022 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmcsDu7oEVR/","1595","Que tristreza 😢","296677","2022-12-21T23:22:47.000Z",
"🇭🇷 🇲🇦 BIG moves up the #FIFARanking Top 20 for Croatia and Morocco!

Shout out to Australia and Cameroon for double-digit climbs after some big results at #Qatar2022 👏","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmdzWYNOa1J/","4881","ranking com o Brasi em primeiro...kkk piada🤣","767951","2022-12-22T09:45:09.000Z",
"If you could choose only one? 🤔 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmeJwTpt8NE/","6961","Morocco🇲🇦vs Portugal🇵🇹.Dima maghrib🇲🇦🇲🇦🇲🇦😍","436101","2022-12-22T13:00:54.000Z",
"🔝 🇧🇷 Brazil still lead the way in the #FIFARanking

 📈 🇦🇷 🇫🇷 #FIFAWorldCup Finalists climb the podium!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmdwuUmMHUs/","12638","Cadê a Alemanha?? Até a Itália tá","1696569","2022-12-22T09:22:14.000Z",
"The juggling, the passing, the finish 😍 Another brilliant goal by @richarlison! 🇧🇷 

#HyundaiGOTT2022 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmdO_ntogsm/","660","Te duele la cooolaaaaa te duelelacollaaaaaa","243740","2022-12-22T04:28:31.000Z",
"pov: watching @lukamodric10 🇭🇷 train at the #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmcN1g0NdMR/","225","@james_mackowiak @mamyrm @f.laa77 "" c'est fini ! ""","188801","2022-12-21T18:58:31.000Z",
"The mood in Argentina: pure jubilation 🏆

Watch as the @afaseleccion faithful celebrate in the streets of Buenos Aires 🇦🇷","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmb9khns3b6/","617","Capo el de la remera de básquet de argentina","139081","2022-12-21T16:36:33.000Z",
"In Argentina, the celebrations have not stopped 🇦🇷🏆 

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmbr1xGvXsv/","1094","17/09/2023","584946","2022-12-21T14:01:01.000Z",
"A brilliant and unforgettable goal from Salem Al-Dawsari 🇸🇦

#HyundaiGOTT2022 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmddmvtN9IX/","834","History’s 🔥🔥🔥","147931","2022-12-22T06:35:21.000Z",
"👋 Say hi to the youngest goalscorer from #Qatar2022 

Gavi 🇪🇸 | @sefutbol","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cma7w1ChzGb/","818","❤️","543653","2022-12-21T07:00:55.000Z",
"Eusebio, Paolo Rossi, Oleg Salenko.... Enner Valencia 🇪🇨 

👏 At #Qatar2022, the Ecuadorian joined a select group, scoring six consecutive #FIFAWorldCup goals for their country!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmb5jx-BRPV/","559","@rocketplayerman porque respondes despues de 14 semanas wtf","245490","2022-12-21T16:00:54.000Z",
"Trust us, we're missing it too...","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmbXKo_vpOe/","2211","Really missing the World Cup, the 2022 one was so much fun 👏👏👏👏👏","916318","2022-12-21T11:00:22.000Z",
"Who should your club go after? 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmbeAA7NQYP/","536","Pass run stop","105856","2022-12-21T12:00:10.000Z",
"One month on since that beauty 🔥 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cma1bZYrLMv/","318","Saka was incredible in the World Cup 👏👏👏👏👏","155984","2022-12-21T06:05:00.000Z",
"Enzo Fernandez's first #FIFAWorldCup goal was a GOLAZO 💥

#HyundaiGOTT2022 | @enzojfernandez","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmccQzMt2YI/","577","GO LA ZOOOOOO 👏👏","194553","2022-12-21T21:04:31.000Z",
"An absolute rocket from Cody Gakpo! 🇳🇱🚀

#HyundaiGOTT2022 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmb01dvoDqg/","110","That kick afterwards was so unnecessary","66305","2022-12-21T15:32:27.000Z",
"The last time Croatia finished third at a #FIFAWorldCup 🥉👏","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmbOR88KryZ/","370","The 90s man...","179443","2022-12-21T09:43:21.000Z",
"Only one man scored a winning goal against Argentina 🇸🇦🚀","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmbk4OuBDHc/","1318","🙌","350515","2022-12-21T13:00:11.000Z",
"Who wore it best? #️⃣9️⃣","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmaSediNblL/","38719","Richuu🇧🇷","1588949","2022-12-21T01:00:11.000Z",
"📍@afaseleccion Victory Parade 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmZietihzL2/","2416","Wow","1238302","2022-12-20T18:00:51.000Z",
"A goal 6️⃣4️⃣ years in the waiting ⏳ 🏴󠁧󠁢󠁷󠁬󠁳󠁿 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmaf_5SMzQc/","219","@lays_8026  natal","178864","2022-12-21T02:58:21.000Z",
"A beauty from @seungho_paik! ☄️

#HyundaiGOTT2022 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmdkBN0NlPn/","553","صاروخ 🔥","251044","2022-12-22T07:31:32.000Z",
"Merci 🫶 

Thousands of fans gathered in Paris to welcome @equipedefrance home 🏠 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmX0jWyB8wI/","4021","No Benzema no party","1324363","2022-12-20T02:00:14.000Z",
"A story of an underdog 🌟 

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmYCZyvubyG/","697","Morocco🔥🔥🔥🔥","263180","2022-12-20T04:01:16.000Z",
"Come for the goal, stay for the celebrations! 🔥 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmZOcSrj1QC/","1521","A few people's tail hurts here hahahahahaha. Argentina and nothing else gentlemen, tell it how you want","884207","2022-12-20T15:06:35.000Z",
"Happy birthday to the adidas Golden Boot winner 🎁 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmYksyQrZTo/","1510","😍❤️⚽🔥👌💪","571376","2022-12-20T09:00:00.000Z",
"Friends who are always by your side ❤","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmZG8JYrLOQ/","687","❤️❤️❤️❤️❤️❤️❤️","423243","2022-12-20T14:00:22.000Z",
"Trend setter 🦸 🦸 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmaZV6Mu2k1/","854","🦸🏻‍♂️🦸🏻‍♂️🦸🏻‍♂️🦸🏻‍♂️🦸🏻‍♂️🦸🏻‍♂️🦸🏻‍♂️","548880","2022-12-21T02:00:11.000Z",
"Plenty to choose from... 🤔","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cmgx-itqU4g/","17263","🇧🇷💚💛","562988","2022-12-23T13:30:51.000Z",
"The champs are back home 🇦🇷🏆

#FIFAWorldCup #Qatar2022 @afaseleccion","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmYrKYzLbwz/","2104","El capi es adentro y afuera de la cancha","1400746","2022-12-20T09:57:23.000Z",
"Croatia's homecoming to Zagreb was wild 🎆 🥳 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmYQA5bOMYo/","1877","bien jugado croacia saludos al pueblo croata","1164775","2022-12-20T06:00:12.000Z",
"And the records kept falling 👑 

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWiLHQPEPw/","822","Messi the best and monumental world king","402941","2022-12-19T14:00:21.000Z",
"Lionel Scaloni celebrated Argentina's victory in the shirt he wore when he won the U20 World Cup in 1997 🇦🇷 🏆 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmXjRAPM_ZT/","1255","He proved all the sceptics wrong not least the one and only Diego Madonna!","1015768","2022-12-19T23:29:11.000Z",
"Scenes in Buenos Aires after Argentina became world champions 😳 🇦🇷","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWwareAGKS/","4295","🇦🇷🇦🇷🇦🇷🇦🇷🌟🇨🇵🇨🇵🇨🇵🇨🇵","1223218","2022-12-19T16:05:35.000Z",
