"caption","ownerFullName","ownerUsername","url","commentsCount","firstComment","likesCount","timestamp","queryTag"
"⚡️ A thunderstrike of a goal by @codymathesgakpo! Did we witness one of the Goals Of The Tournament? #HyundaiGOTT2022 #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clb9M6BJwmi/","305","Publiquen los goles que nos anularon 😍","90820","2022-11-26T20:02:08.000Z",
"We have a Group C showdown 🔜 What are your score predictions?

🇲🇽 Mexico ___
🇦🇷 Argentina ___","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbzXLrNMnM/","309","#ramos 😮😮","48614","2022-11-26T18:36:23.000Z",
"Into the last 16! 🇫🇷🙌

The #FIFAWorldCup holders are the first team at #Qatar2022 to advance","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clb0iMPrnwA/","367","I thought they all gonna do siuuuu😂","152658","2022-11-26T18:46:28.000Z",
"🤞 ""Giving us hope""

Robert Lewandowski reflects on the priceless contributions from his teammates in securing an essential win for Poland.

🇵🇱 #POLKSA 🇸🇦 #POTM #YoursToTake #BudweiserWorldCup #BringHomeTheBud","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clb_LxSu0O1/","311","24","79529","2022-11-26T20:20:56.000Z",
"It’s him again. 🙋‍♂️

Kylian Mbappé’s brace sees France through to the KO stages and secures him back-to-back #Budweiser Player of the Match awards.
⚽⚽ 2 Goals.
🏆 #POTM
🔐 Qualification secured
👑 Greatness taken
🇫🇷 #FRADEN 🇩🇰 #YoursToTake #BudweiserWorldCup #BringHomeTheBud","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clb99w3PsJq/","417","Everyone didn’t notice Budweiser off😂😂","123751","2022-11-26T20:08:06.000Z",
"Another game, another goal for Messi! 🇦🇷 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClcA6-PLqEr/","9639","CHICOS NOS SEGUIMOS .?","2059675","2022-11-26T20:33:50.000Z",
"Argentina’s #FIFAWorldCup hopes stay alive! 🇦🇷

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClcEfQSrXN9/","4799","Champion","877035","2022-11-26T21:05:05.000Z",
"A @richarlison golazo (!) to put the cherry on top of the first round of the group stage! 🕊️
Has the Goal Of The Tournament already been scored? #HyundaiGOTT2022 #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClboHTrp1va/","852","✨❤️❤️✨","218442","2022-11-26T17:00:06.000Z",
"16 years, five FIFA World Cups and the two constants in 🇦🇷 vs 🇲🇽!

Leo Messi 🤝 Guillermo Ochoa.
#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbghZRrk64/","3295","خوش بلعة وحدة 😂","1000586","2022-11-26T15:50:44.000Z",
"Kylian Mbappe has scored in his last three #FIFAWorldCup games 🙌🇫🇷

#Qatar2022 | @equipedefrance","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clbr0OMvSEU/","1008","👏🔥🔥🔥🔥","396275","2022-11-26T17:29:25.000Z",
"Poland get #TheBest of Saudi Arabia 
🤜🤛

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbbFKUtxb0/","4911","اللعنه عليك","572057","2022-11-26T15:03:11.000Z",
"#TheBest gets his first #FIFAWorldCup goal! 🇵🇱⚽️","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbaLootbbX/","1428","💀وجهه يشبه ذا","394482","2022-11-26T14:55:20.000Z",
"Never let your guard down when a striker like Robert Lewandowski is lurking… 💥

After scoring his first #FIFAWorldCup goal and assisting another, @_rl9 is your @Budweiser Player of the Match!🏆 

🇵🇱 #POLKSA 🇸🇦 #POTM #YoursToTake #BudweiserWorldCup #BringHomeTheBud","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbmZU5JhW_/","494","Loser","109251","2022-11-26T16:42:03.000Z",
"Perfection. 😮‍💨 #Kia #MovementThatInspires #KiaInspireTogether #FIFAWorldCup2022 

@kia.worldwide","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clb1FYBJbDm/","238",".","46180","2022-11-26T18:53:23.000Z",
"🇩🇰🙌 A grateful @chriseriksen8 is eagerly looking forward to the French challenge

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clbccm1teyz/","301","👏🔥","72092","2022-11-26T15:15:13.000Z",
"The state of play in Group D after two matches played! 

#FIFWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clby14ELWZn/","908","튀니지가 프랑스어를 이기고 나는 많이 행복합니다","349574","2022-11-26T18:30:49.000Z",
"📱Who you gonna call? Cursebusters!

France 🇫🇷 are the first defending #FIFAWorldCup champions to get past the group stage since 2006.","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbwpJ2PdCw/","615","","288302","2022-11-26T18:11:36.000Z",
"🐐 Who else?

With a goal and a recording breaking assist, Lionel Messi etches his name in the history books once again. Your @Budweiser Player of the Match.

Where he walks, greatness follows.

🇦🇷 #ARGMEX 🇲🇽 #POTM #YoursToTake #BudweiserWorldCup #BringHomeTheBud | @budfootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClcKscWPYmy/","3061","FIFA always love Messi and hate Ronaldo😢 messi and Ronaldo are equal 😍","678159","2022-11-26T21:59:14.000Z",
"With his son watching from the stands, Mitchell Duke did both his family and nation proud today as Australia secured the 1-0 win! 🇦🇺

The Socceroos number 15 is your #Budweiser Player of the Match. 👊

🇹🇳 #TUNAUS 🇦🇺 #POTM #YoursToTake #budweiser","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbZr_Ht3ap/","140","Hakim zyech???","46549","2022-11-26T14:51:00.000Z",
"Dance moves, but with a ball feat. @chriseriksen8 🕺⚽️

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbBAB7qYCg/","185","Ronaldinho !!","76068","2022-11-26T11:15:39.000Z",
"“🎙️ “It was very special to share that moment with him.”

#Budweiser Player of the Match Mitchell Duke shares his immediate reaction after guiding Australia to their first FIFA World Cup win in 12 years! 🎉

🇹🇳 #TUNAUS 🇦🇺 #POTM #YoursToTake #Budweiser","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbdpxKrwqg/","128","I'm proud of the success of the players who belonged to S-Pulse","40884","2022-11-26T15:26:04.000Z",
"⚽️ Zielinski
❌ Szczesny

An eventful start for @laczynaspilka 🇵🇱","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbS1QRtoLG/","1331","❤️❤️❤️❤️❤️❤️❤️","230050","2022-11-26T13:51:06.000Z",
"UNFORGETTABLE JUBILATION 🥳

🤩😲 @leomessi gifted these children the moment of their lives! 

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbDxbNBHc1/","1554","❤️","736096","2022-11-26T11:39:44.000Z",
"Does @_rl9 have the best touch in the Poland camp? 🤔 🇵🇱 

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cla-fN9txVN/","162","🙌🔥","54823","2022-11-26T10:54:03.000Z",
"🇮🇹 Welcome to the @FIFAMuseum, your tour guide for today, @gianlucazambrotta! 

Head to FIFA+ for all your #FIFAWorldCup needs.","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbUcOMvrLA/","230","Conhece esse senhor, @pedroiarley ?? 😂😂","36031","2022-11-26T14:17:57.000Z",
"Australia secured the three points! 🦘

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbGPl3rQui/","1717","❤️❤️❤️❤️❤️❤️","313883","2022-11-26T12:01:06.000Z",
"One from the Argentina v Mexico archive! 🎞️ 

Maxi Rodriguez with a stunner from the 2006 #FIFAWorldCup. 🤌","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbQCoZrDSG/","1681","Potrero rosarino ♥️🖤","474483","2022-11-26T13:28:48.000Z",
"Senegal’s teamwork and coolness under pressure allowed them to take victory and throw themselves into the qualification mix - will that victory inspire them to the next round? #visamatchmoments","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbQGt6rS4Q/","105","🇸🇳🇸🇳🇸🇳🇸🇳","24684","2022-11-26T13:27:35.000Z",
"After a dramatic victory over 🏴󠁧󠁢󠁷󠁬󠁳󠁿, @mehditaremiofficial9 thanks all the @teammellifootball fans! 🇮🇷","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cla7y9AMvhO/","10968","🇮🇷♥️","135641","2022-11-26T10:30:42.000Z",
"Australia's first #FIFAWorldCup clean sheet since 1974!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbHWBzL7Hz/","573","💀","142040","2022-11-26T12:10:43.000Z",
"France get the win! 🇫🇷

The holders are the first team into the last 16 at #Qatar2022 

#FIFAWorldCup | @equipedefrance","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbvLWdBhMV/","2207","Allez les bleus!!!!!⚽️⚽️⚽️🙌","562301","2022-11-26T17:58:48.000Z",
"The defending champs are through to the round of 16! 🇫🇷🎉

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbyNM2BP1_/","615","شكون تحلبله يشوف فشيرا 😂","411077","2022-11-26T18:25:15.000Z",
"Scoreless but a fun one 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇺🇸

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClZj2MChQhC/","747","Geyyyyyy","182081","2022-11-25T21:41:18.000Z",
"👏 @frenkiedejong is still the engine at the heart of the Dutch midfield and the @budweiser Player of the Match

#YoursToTake #Budweiser #POTM @budfootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClZhrrePZVy/","1978","How is this guy the man of the match?. Ecuador made Netherlands dance around the field .  The game was robbed and Ecuador should had that win.  This tournament is rigged with every game","142420","2022-11-25T21:22:23.000Z",
"“We’re very confident.” 😤

#Budweiser Player of the Match, Christian Pulisic feels the confidence flowing as @usmnt earn a crucial point towards qualification. All eyes on their next fixture against IR Iran. 👀

🏴󠁧󠁢󠁥󠁮󠁧󠁿 #ENGUSA 🇺🇸 #POTM #YoursToTake @budfootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cla1AzdrfDX/","200","Captain American @cmpulisic @fifaworldcup ❤️🔥","28554","2022-11-26T09:35:32.000Z",
"Believing is everything 🙌 Mexico

Watch ‘The Believers’ series on FIFA+","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Claw86DP1lX/","90","👏😍","31276","2022-11-26T08:58:21.000Z",
"Australian team keeping it light before a crucial game! 🏏

😅 Baggy Green for the @Socceroos?

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cla1gJ4Po3v/","230","@mubasharahmed96 ICC and FIFA Collabe 😱","102340","2022-11-26T09:35:56.000Z",
"This is going to be a good one. 👀

@england top a competitive Group B. Who will advance to the next round?

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClZpbpLhPey/","4799","@amir.gfn داداش داری میسوزی چرا میزنی تو کماندو.عزیز دله برادر شما خیلی وقته از آمریکا خوردی فداتشم.یه نگاه به قیمت دلار بکن اونوقت نمیای اینجا برای من از کماندو بگی","620002","2022-11-25T22:30:07.000Z",
"Captain America 🇺🇸 🦅 Leading the line for the @usmnt as they keep fighting to advance from Group B.

@cmpulisic, your Budweiser Player of the Match! 

🏴󠁧󠁢󠁥󠁮󠁧󠁿 #ENGUSA 🇺🇸 #POTM #YoursToTake | @budfootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClZl8e7PmxW/","841","💙💙💙","145200","2022-11-25T21:59:38.000Z",
"We have your weekend plans right here! 💯

Ready for matchday 7?

@adidasfootball | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Claqs0urcxm/","818","✈🇧🇷","153684","2022-11-26T08:00:26.000Z",
"Another chapter to be written between @england and the @usmnt. Throwing it back to 🏴󠁧󠁢󠁥󠁮󠁧󠁿🆚🇺🇸 in 2010 🗓️","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClZQWVUt0Xz/","387","🤣🤣🤣🙌","76999","2022-11-25T18:52:15.000Z",
"What’s been your favourite #FIFAWorldCup moment so far? 🤔","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClZkj_kMrqr/","439","Germany ??","68914","2022-11-25T21:48:03.000Z",
"✍️ Noted

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClZHft0LYSX/","2599","💛💙❤️","446195","2022-11-25T17:33:34.000Z",
"Lift off for Senegal 🙌

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClY3HgmIa6B/","1452","❤️","278089","2022-11-25T15:10:27.000Z",
"They never gave up 💪 🇮🇷 

#FIFAWorldCup | #Qatar2022 

یوزهای ایرانی هرگز تسلیم نمی‌شوند! 😎💪⚽️

 ایران 🇮🇷 توانست پس از اولین شکست به خودباوری برسد و اکنون یک برد با مرحله حذفی فاصله دارد.

 آیا آنها می توانند آن را انجام دهند؟ 👀","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClZUtbwv-43/","44166","قشنگه🇮🇷","577558","2022-11-25T19:29:02.000Z",
"Each team takes a point 🤝 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClZKu4ULoPX/","1728","🇪🇨2-1 🇳🇱","231830","2022-11-25T18:01:51.000Z",
"We asked @bukayosaka87 to #BringTheMoves, and he did it! Will you do them the next time you celebrate a goal? @england","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClZDgpQPqxn/","415","👏😢👏😢","122829","2022-11-25T16:59:49.000Z",
"“A lot of trust in this group.” 🤝 

Improvements on the mind for Frenkie de Jong as he focuses his attention on what’s next for the Netherlands and collects his #Budweiser Player of the Match award.

🇳🇱 #NEDECU 🇪🇨 #POTM #YoursToTake @budfootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Claw7X_vyec/","236","❤️","49493","2022-11-26T08:59:04.000Z",
"🇦🇷 A first FIFA World Cup without one of the all-time greats.

Remembering Maradona two years on 💙","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClY4kAXIZcl/","3435","@kim_hakim197 baru paham setelah masuk final bang 😂🤣","827794","2022-11-25T15:23:18.000Z",
"A superb finish to seal the win for IR Iran! 🇮🇷

#LetItFly","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClY2hL6PVfQ/","8666","🇮🇷🇮🇷🇮🇷🇮🇷","318826","2022-11-25T15:07:10.000Z",
"Don’t just ask for @moises_caicedo55’s shirt, ask for a swap! 😂🇪🇨","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClZY1gtvief/","568","❤️❤️❤️🔥🔥🔥🔥🔥","172375","2022-11-25T20:06:12.000Z",
"Diego Forlan 🇺🇾

#FIFAWorldCup 2010 Golden Ball Winner 🏆😍","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClYrX2xv8zy/","294","Iniesta or Sneijder deserved it","99653","2022-11-25T13:29:40.000Z",
"Maradona. Maradona. Maradona. Maradona. Maradona 🇦🇷

What do you make of @elmatadorpr15’s top 5 #FIFAWorldCup Legends? ⭐️","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClYvDkav2v3/","480","@peo_6p susah bro kalo ketemu karen atau kevin halu nya tingkat dewa, gk bakal didenger sudah tersesat terlampau dalam mereka wkwkwk","57840","2022-11-25T14:00:24.000Z",
"Dia scores for Senegal! 🇸🇳

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClYuNwrogTm/","482","🔥👏","94277","2022-11-25T13:52:39.000Z",
"🇮🇷 2 stoppage time goals!
🇶🇦 First-ever #FIFAWorldCup goal
🎉 And a whole lot more fun!

Matchday 6 in less than a minute ⏲️","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClZs1aXLtra/","1236","🇪🇨👏","123651","2022-11-25T23:00:51.000Z",
"For those that rep the 🔴⚪️🔵, Belief is ingrained in the very fabric of their being. 💪

Watch ‘The Believers’ Series on FIFA+","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClYkRuKsSsj/","286","Landon Donovan 👏","33574","2022-11-25T12:28:56.000Z",
"If the #FIFAWorldCup Awards were handed out after one game, name your winners.","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClYQH_mqegS/","6506","yo elijo 1) Enzo Fernandez 2) Messi 3) Emiliano Martinez","342181","2022-11-25T09:29:44.000Z",
"Two VERY late goals for IR Iran 🇮🇷

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClYifgzIlyP/","29026","الله اکبر🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷❤️❤️❤️","548026","2022-11-25T12:10:13.000Z",
"These Brazil fans remembered to put on their lucky ritual jersey and had Vinicius Jr and Richarlison dancing on the pitch with Brazil’s first goal of the #FIFAWorldCup

@visa #visamatchmoments","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClYll4vvJB3/","417","❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️","50869","2022-11-25T12:39:03.000Z",
"What it means to the @socceroos 🇦🇺🙌","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClbPlN9MUyu/","150","PC de Oliveira 😂","45593","2022-11-26T13:22:54.000Z",
"✅ 16 games completed
👀 All 32 teams have featured

Who's going to win the #FIFAWorldCup? 💭","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClYKsLdoX7I/","3870","Taremiii 🇮🇷","794884","2022-11-25T08:42:14.000Z",
"Senegal fans bringing the party 🎉 🇸🇳 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClXSrOoNaSm/","1882","🙌","462782","2022-11-25T00:33:59.000Z",
"Gareth Bale and Aaron Ramsey looking sharp in training! 👌

🏴󠁧󠁢󠁷󠁬󠁳󠁿 How will the @fawales duo fare against IR Iran today? 

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClYEKkaNY7N/","397","👏","58579","2022-11-25T07:45:43.000Z",
